country,continent,date,age,total_cases,deaths,recoveries
Italy,Europe,2020-11-14 23:30:13.208805868,61,818750.0,38915.0,261121.0
Germany,Europe,2020-11-15 11:11:29.259506336,64,1498036.0,29217.0,571156.0
Saudi Arabia,Asia,2020-11-15 22:52:45.310206804,32,724741.0,26597.0,1151125.0
Italy,Europe,2020-11-16 10:34:01.360907272,58,,40193.0,906762.0
India,Asia,2020-11-16 22:15:17.411607736,27,1183034.0,25331.0,901483.0
Spain,Europe,2020-11-17 09:56:33.462308204,49,870134.0,,113110.0
Indonesia,Asia,2020-11-17 21:37:49.513008672,67,555615.0,11236.0,328426.0
Indonesia,Asia,2020-11-18 09:19:05.563709140,23,1770602.0,2412.0,378326.0
Saudi Arabia,Asia,2020-11-18 21:00:21.614409604,60,,11956.0,958498.0
Japan,Asia,2020-11-19 08:41:37.665110072,48,808411.0,26965.0,1027007.0
France,Europe,2020-11-19 20:22:53.715810540,62,296813.0,8517.0,341311.0
Russia,Europe,2020-11-20 08:04:09.766511008,56,820931.0,46839.0,466126.0
South Africa,Africa,2020-11-20 19:45:25.817211472,24,531608.0,30453.0,183256.0
Mexico,North America,2020-11-21 07:26:41.867911940,25,1791614.0,1132.0,555811.0
Brazil,South America,2020-11-21 19:07:57.918612408,49,366505.0,16300.0,215466.0
China,Asia,2020-11-22 06:49:13.969312876,20,1858233.0,8563.0,368123.0
Australia,Oceania,2020-11-22 18:30:30.020013340,33,1892593.0,21911.0,171114.0
Australia,Oceania,2020-11-23 06:11:46.070713808,21,680399.0,4742.0,1702262.0
India,Asia,2020-11-23 17:53:02.121414276,52,800757.0,39009.0,1260073.0
China,Asia,2020-11-24 05:34:18.172114744,33,1398484.0,22180.0,900494.0
South Africa,Africa,2020-11-24 17:15:34.222815208,47,1633448.0,25464.0,157901.0
Argentina,South America,2020-11-25 04:56:50.273515676,73,1128887.0,1080.0,538410.0
Brazil,South America,2020-11-25 16:38:06.324216144,59,284595.0,24526.0,646448.0
Mexico,North America,2020-11-26 04:19:22.374916612,69,1774127.0,20489.0,
South Africa,Africa,2020-11-26 16:00:38.425617076,78,694849.0,16378.0,498416.0
Spain,Europe,2020-11-27 03:41:54.476317544,41,1226963.0,16953.0,664748.0
China,Asia,2020-11-27 15:23:10.527018012,25,63239.0,11817.0,565249.0
Saudi Arabia,Asia,2020-11-28 03:04:26.577718480,33,253891.0,17461.0,1498802.0
China,Asia,2020-11-28 14:45:42.628418944,30,489123.0,22223.0,1136876.0
Saudi Arabia,Asia,2020-11-29 02:26:58.679119412,70,1432657.0,24899.0,377429.0
UK,Europe,2020-11-29 14:08:14.729819880,34,1214168.0,32624.0,233891.0
Spain,Europe,2020-11-30 01:49:30.780520344,29,346529.0,47307.0,1222935.0
Germany,Europe,2020-11-30 13:30:46.831220812,50,1362810.0,36188.0,177418.0
Spain,Europe,2020-12-01 01:12:02.881921280,67,1647449.0,39054.0,224647.0
Canada,North America,2020-12-01 12:53:18.932621748,64,35695.0,49406.0,
Turkey,Asia,2020-12-02 00:34:34.983322212,47,608766.0,21796.0,1298079.0
Canada,North America,2020-12-02 12:15:51.034022680,24,1775718.0,10754.0,
South Korea,Asia,2020-12-02 23:57:07.084723148,40,254268.0,11677.0,388501.0
France,Europe,2020-12-03 11:38:23.135423616,28,1304848.0,9939.0,162519.0
Saudi Arabia,Asia,2020-12-03 23:19:39.186124080,58,1593108.0,19063.0,609119.0
Indonesia,Asia,2020-12-04 11:00:55.236824548,29,529569.0,20162.0,230893.0
Indonesia,Asia,2020-12-04 22:42:11.287525016,29,14121.0,47944.0,1230228.0
Brazil,South America,2020-12-05 10:23:27.338225484,66,1817783.0,29362.0,117805.0
Argentina,South America,2020-12-05 22:04:43.388925948,48,311337.0,21147.0,1224640.0
Australia,Oceania,2020-12-06 09:45:59.439626416,38,1325813.0,36401.0,748975.0
Saudi Arabia,Asia,2020-12-06 21:27:15.490326884,30,248301.0,28765.0,945834.0
South Korea,Asia,2020-12-07 09:08:31.541027352,48,982806.0,6073.0,119172.0
Germany,Europe,2020-12-07 20:49:47.591727816,27,439086.0,42585.0,1080752.0
Russia,Europe,2020-12-08 08:31:03.642428284,42,205507.0,48396.0,587762.0
China,Asia,2020-12-08 20:12:19.693128752,52,573037.0,32649.0,284665.0
Indonesia,Asia,2020-12-09 07:53:35.743829220,59,1319914.0,,1341894.0
UK,Europe,2020-12-09 19:34:51.794529684,75,871705.0,21939.0,750961.0
Mexico,North America,2020-12-10 07:16:07.845230152,62,1907794.0,34858.0,139024.0
UK,Europe,2020-12-10 18:57:23.895930620,51,1603648.0,8421.0,1739214.0
Indonesia,Asia,2020-12-11 06:38:39.946631088,64,1150819.0,37582.0,582995.0
South Africa,Africa,2020-12-11 18:19:55.997331552,41,981172.0,7751.0,824521.0
South Korea,Asia,2020-12-12 06:01:12.048032020,70,1692315.0,42115.0,1697134.0
France,Europe,2020-12-12 17:42:28.098732488,44,581916.0,5332.0,7714.0
France,Europe,2020-12-13 05:23:44.149432956,55,1944927.0,48026.0,1298005.0
Italy,Europe,2020-12-13 17:05:00.200133420,73,1360568.0,30563.0,708259.0
Germany,Europe,2020-12-14 04:46:16.250833888,40,1369099.0,,292266.0
Germany,Europe,2020-12-14 16:27:32.301534356,45,1116858.0,35951.0,1132603.0
Turkey,Asia,2020-12-15 04:08:48.352234824,22,327455.0,31116.0,1326680.0
Spain,Europe,2020-12-15 15:50:04.402935288,60,1963428.0,21337.0,484219.0
France,Europe,2020-12-16 03:31:20.453635756,55,867260.0,2453.0,1654497.0
Indonesia,Asia,2020-12-16 15:12:36.504336224,67,1081512.0,9230.0,1705511.0
Spain,Europe,2020-12-17 02:53:52.555036692,73,1213121.0,47248.0,
Turkey,Asia,2020-12-17 14:35:08.605737156,43,247485.0,4439.0,479037.0
Russia,Europe,2020-12-18 02:16:24.656437624,48,84264.0,20265.0,135030.0
Turkey,Asia,2020-12-18 13:57:40.707138092,52,1381093.0,15851.0,907337.0
Turkey,Asia,2020-12-19 01:38:56.757838560,26,1499975.0,26496.0,234944.0
Russia,Europe,2020-12-19 13:20:12.808539024,48,410591.0,46290.0,594161.0
Saudi Arabia,Asia,2020-12-20 01:01:28.859239492,66,1679580.0,,308209.0
Argentina,South America,2020-12-20 12:42:44.909939960,61,600052.0,1612.0,1103841.0
Turkey,Asia,2020-12-21 00:24:00.960640424,40,44224.0,6332.0,278632.0
India,Asia,2020-12-21 12:05:17.011340892,45,1810223.0,45410.0,59131.0
USA,North America,2020-12-21 23:46:33.062041360,33,1708316.0,27131.0,1317002.0
Turkey,Asia,2020-12-22 11:27:49.112741828,64,776997.0,15157.0,1145349.0
Argentina,South America,2020-12-22 23:09:05.163442292,79,890989.0,5515.0,773946.0
UK,Europe,2020-12-23 10:50:21.214142760,39,381922.0,45187.0,719069.0
UK,Europe,2020-12-23 22:31:37.264843228,74,1066319.0,22020.0,1639428.0
South Africa,Africa,2020-12-24 10:12:53.315543696,52,1622863.0,27553.0,1519767.0
Saudi Arabia,Asia,2020-12-24 21:54:09.366244160,57,1001867.0,13615.0,1605205.0
Japan,Asia,2020-12-25 09:35:25.416944628,41,665672.0,8606.0,540668.0
Spain,Europe,2020-12-25 21:16:41.467645096,53,1192914.0,19219.0,872661.0
Indonesia,Asia,2020-12-26 08:57:57.518345564,36,582855.0,37887.0,910402.0
Australia,Oceania,2020-12-26 20:39:13.569046028,65,1165135.0,2991.0,627128.0
South Korea,Asia,2020-12-27 08:20:29.619746496,39,449068.0,11867.0,1587826.0
Germany,Europe,2020-12-27 20:01:45.670446964,60,85057.0,12453.0,1192591.0
South Africa,Africa,2020-12-28 07:43:01.721147432,34,1841646.0,7949.0,560964.0
France,Europe,2020-12-28 19:24:17.771847896,57,1869915.0,27528.0,1241617.0
France,Europe,2020-12-29 07:05:33.822548364,36,1943598.0,6844.0,1448951.0
South Korea,Asia,2020-12-29 18:46:49.873248832,28,1877950.0,6491.0,720070.0
Japan,Asia,2020-12-30 06:28:05.923949300,68,923873.0,30976.0,6899.0
Brazil,South America,2020-12-30 18:09:21.974649764,72,1423510.0,,677198.0
South Africa,Africa,2020-12-31 05:50:38.025350232,51,309386.0,15837.0,298624.0
Italy,Europe,2020-12-31 17:31:54.076050700,38,367239.0,33539.0,966437.0
France,Europe,2021-01-01 05:13:10.126751168,73,1472715.0,25699.0,280634.0
USA,North America,2021-01-01 16:54:26.177451632,42,1317565.0,41582.0,1437970.0
Indonesia,Asia,2021-01-02 04:35:42.228152100,43,656200.0,41681.0,479910.0
Russia,Europe,2021-01-02 16:16:58.278852568,52,708200.0,21023.0,588850.0
Japan,Asia,2021-01-03 03:58:14.329553036,23,823092.0,38846.0,1202350.0
Japan,Asia,2021-01-03 15:39:30.380253500,34,55749.0,34304.0,539178.0
Argentina,South America,2021-01-04 03:20:46.430953968,47,1589626.0,31776.0,1619900.0
Mexico,North America,2021-01-04 15:02:02.481654436,66,220847.0,4434.0,917880.0
Canada,North America,2021-01-05 02:43:18.532354904,73,94141.0,29971.0,1347131.0
USA,North America,2021-01-05 14:24:34.583055368,23,1940757.0,31423.0,1378341.0
Turkey,Asia,2021-01-06 02:05:50.633755836,52,885911.0,45747.0,463290.0
China,Asia,2021-01-06 13:47:06.684456304,39,411869.0,32429.0,570601.0
South Korea,Asia,2021-01-07 01:28:22.735156772,38,746090.0,12378.0,1226814.0
South Korea,Asia,2021-01-07 13:09:38.785857236,39,1679325.0,26409.0,619187.0
South Korea,Asia,2021-01-08 00:50:54.836557704,53,501507.0,5204.0,1443490.0
Brazil,South America,2021-01-08 12:32:10.887258172,44,934300.0,26241.0,37009.0
Canada,North America,2021-01-09 00:13:26.937958640,70,990029.0,37076.0,1638096.0
Mexico,North America,2021-01-09 11:54:42.988659104,36,-438282.0,23524.0,68406.0
UK,Europe,2021-01-09 23:35:59.039359572,31,1236632.0,45141.0,1362358.0
South Africa,Africa,2021-01-10 11:17:15.090060040,64,1835794.0,49867.0,1397202.0
Brazil,South America,2021-01-10 22:58:31.140760504,38,990728.0,18015.0,1757655.0
Japan,Asia,2021-01-11 10:39:47.191460972,70,,7411.0,319068.0
Germany,Europe,2021-01-11 22:21:03.242161440,33,1826806.0,10095.0,
Indonesia,Asia,2021-01-12 10:02:19.292861908,56,249466.0,29317.0,147253.0
Turkey,Asia,2021-01-12 21:43:35.343562372,48,933429.0,11616.0,788899.0
Germany,Europe,2021-01-13 09:24:51.394262840,53,222036.0,48469.0,402986.0
Canada,North America,2021-01-13 21:06:07.444963308,65,47003.0,26317.0,803622.0
Saudi Arabia,Asia,2021-01-14 08:47:23.495663776,53,743270.0,646.0,39029.0
Germany,Europe,2021-01-14 20:28:39.546364240,50,1204891.0,35849.0,1640333.0
Italy,Europe,2021-01-15 08:09:55.597064708,39,750863.0,24818.0,1624237.0
Italy,Europe,2021-01-15 19:51:11.647765176,31,1184852.0,20540.0,
Indonesia,Asia,2021-01-16 07:32:27.698465644,36,609913.0,17370.0,1199549.0
Turkey,Asia,2021-01-16 19:13:43.749166108,34,272099.0,,987044.0
Turkey,Asia,2021-01-17 06:54:59.799866576,30,889519.0,,502031.0
South Korea,Asia,2021-01-17 18:36:15.850567044,44,1721568.0,2071.0,1301493.0
Indonesia,Asia,2021-01-18 06:17:31.901267512,41,607380.0,13436.0,169877.0
South Korea,Asia,2021-01-18 17:58:47.951967976,54,1976588.0,19082.0,792949.0
Australia,Oceania,2021-01-19 05:40:04.002668444,56,814417.0,331.0,
Brazil,South America,2021-01-19 17:21:20.053368912,62,1207676.0,28869.0,454791.0
China,Asia,2021-01-20 05:02:36.104069380,40,581083.0,43064.0,831760.0
Saudi Arabia,Asia,2021-01-20 16:43:52.154769844,54,215158.0,18860.0,23450.0
Brazil,South America,2021-01-21 04:25:08.205470312,31,1940027.0,435.0,922293.0
Mexico,North America,2021-01-21 16:06:24.256170780,56,1856367.0,23220.0,698024.0
USA,North America,2021-01-22 03:47:40.306871248,75,492104.0,45565.0,1219721.0
Japan,Asia,2021-01-22 15:28:56.357571712,30,1796200.0,27053.0,759276.0
Japan,Asia,2021-01-23 03:10:12.408272180,63,1363228.0,44154.0,1180049.0
Saudi Arabia,Asia,2021-01-23 14:51:28.458972648,21,1903036.0,19084.0,1772461.0
Turkey,Asia,2021-01-24 02:32:44.509673116,32,1537187.0,15781.0,740845.0
Australia,Oceania,2021-01-24 14:14:00.560373580,75,1758461.0,21478.0,69386.0
Russia,Europe,2021-01-25 01:55:16.611074048,35,306589.0,6257.0,441975.0
Saudi Arabia,Asia,2021-01-25 13:36:32.661774516,21,466834.0,31045.0,787149.0
Mexico,North America,2021-01-26 01:17:48.712474984,39,1770080.0,18902.0,1375740.0
Italy,Europe,2021-01-26 12:59:04.763175448,32,1421972.0,19266.0,931956.0
South Korea,Asia,2021-01-27 00:40:20.813875916,29,1407630.0,3951.0,1165159.0
France,Europe,2021-01-27 12:21:36.864576384,29,566584.0,38412.0,333640.0
Spain,Europe,2021-01-28 00:02:52.915276852,73,411497.0,726.0,117896.0
Japan,Asia,2021-01-28 11:44:08.965977316,52,1600880.0,38217.0,556939.0
USA,North America,2021-01-28 23:25:25.016677784,50,1673456.0,6440.0,776261.0
France,Europe,2021-01-29 11:06:41.067378252,47,1595352.0,24799.0,401791.0
China,Asia,2021-01-29 22:47:57.118078716,29,516151.0,11105.0,1735933.0
Saudi Arabia,Asia,2021-01-30 10:29:13.168779184,48,1427379.0,17013.0,1058392.0
Argentina,South America,2021-01-30 22:10:29.219479652,25,1162152.0,29658.0,1701532.0
Saudi Arabia,Asia,2021-01-31 09:51:45.270180120,22,1928672.0,10419.0,1209276.0
China,Asia,2021-01-31 21:33:01.320880584,66,1192807.0,,883387.0
South Africa,Africa,2021-02-01 09:14:17.371581052,56,1000126.0,23177.0,1064482.0
Germany,Europe,2021-02-01 20:55:33.422281520,46,1758356.0,17010.0,1737968.0
Brazil,South America,2021-02-02 08:36:49.472981988,65,1439694.0,10887.0,129798.0
Russia,Europe,2021-02-02 20:18:05.523682452,32,,18035.0,940591.0
South Africa,Africa,2021-02-03 07:59:21.574382920,39,1719447.0,31381.0,1033683.0
South Korea,Asia,2021-02-03 19:40:37.625083388,66,592418.0,35762.0,798006.0
Germany,Europe,2021-02-04 07:21:53.675783856,53,989809.0,34285.0,132612.0
Saudi Arabia,Asia,2021-02-04 19:03:09.726484320,54,1807698.0,18596.0,1404972.0
Australia,Oceania,2021-02-05 06:44:25.777184788,71,846324.0,49191.0,516416.0
Australia,Oceania,2021-02-05 18:25:41.827885256,44,654714.0,17585.0,1059690.0
USA,North America,2021-02-06 06:06:57.878585724,55,1889793.0,12464.0,933484.0
France,Europe,2021-02-06 17:48:13.929286188,43,1173118.0,6953.0,375460.0
France,Europe,2021-02-07 05:29:29.979986656,28,1590879.0,7838.0,231857.0
South Korea,Asia,2021-02-07 17:10:46.030687124,29,1233073.0,7821.0,703351.0
Japan,Asia,2021-02-08 04:52:02.081387592,32,474029.0,16961.0,482427.0
South Korea,Asia,2021-02-08 16:33:18.132088056,31,1202314.0,38506.0,496877.0
France,Europe,2021-02-09 04:14:34.182788524,25,224287.0,11912.0,226093.0
Canada,North America,2021-02-09 15:55:50.233488992,50,578129.0,,
Germany,Europe,2021-02-10 03:37:06.284189460,49,728887.0,41015.0,1784371.0
France,Europe,2021-02-10 15:18:22.334889924,55,1061708.0,27019.0,546875.0
Germany,Europe,2021-02-11 02:59:38.385590392,24,906856.0,21217.0,1663283.0
Spain,Europe,2021-02-11 14:40:54.436290860,53,699785.0,25516.0,968020.0
Brazil,South America,2021-02-12 02:22:10.486991328,45,314029.0,29188.0,202040.0
Russia,Europe,2021-02-12 14:03:26.537691792,46,1513355.0,30930.0,703549.0
Brazil,South America,2021-02-13 01:44:42.588392260,53,654756.0,24458.0,
Australia,Oceania,2021-02-13 13:25:58.639092728,22,1640409.0,45335.0,547499.0
Italy,Europe,2021-02-14 01:07:14.689793196,39,1354730.0,10704.0,1429911.0
India,Asia,2021-02-14 12:48:30.740493660,27,164918.0,48345.0,1718447.0
Turkey,Asia,2021-02-15 00:29:46.791194128,46,180999.0,6364.0,785495.0
Japan,Asia,2021-02-15 12:11:02.841894596,71,827489.0,38423.0,1426695.0
Argentina,South America,2021-02-15 23:52:18.892595064,32,1824247.0,31471.0,1697181.0
Spain,Europe,2021-02-16 11:33:34.943295528,76,1735985.0,9615.0,1366028.0
France,Europe,2021-02-16 23:14:50.993995996,34,1283666.0,36002.0,1185485.0
India,Asia,2021-02-17 10:56:07.044696464,52,1649523.0,7493.0,1750048.0
Indonesia,Asia,2021-02-17 22:37:23.095396932,24,905130.0,41089.0,1008658.0
Australia,Oceania,2021-02-18 10:18:39.146097396,68,1688399.0,12875.0,1742142.0
South Africa,Africa,2021-02-18 21:59:55.196797864,48,85145.0,18219.0,1337464.0
Australia,Oceania,2021-02-19 09:41:11.247498332,20,457621.0,,1115029.0
South Africa,Africa,2021-02-19 21:22:27.298198796,52,1508689.0,37537.0,1016032.0
Saudi Arabia,Asia,2021-02-20 09:03:43.348899264,28,648367.0,40695.0,1098644.0
Mexico,North America,2021-02-20 20:44:59.399599732,74,1275915.0,19924.0,1046915.0
China,Asia,2021-02-21 08:26:15.450300200,74,1346150.0,23767.0,1708516.0
Turkey,Asia,2021-02-21 20:07:31.501000664,74,93060.0,21741.0,987930.0
Turkey,Asia,2021-02-22 07:48:47.551701136,70,722463.0,13922.0,1251881.0
Russia,Europe,2021-02-22 19:30:03.602401600,49,1997728.0,6328.0,592320.0
Spain,Europe,2021-02-23 07:11:19.653102064,79,1157434.0,14171.0,408469.0
Germany,Europe,2021-02-23 18:52:35.703802536,45,742703.0,38064.0,1192324.0
Spain,Europe,2021-02-24 06:33:51.754503000,64,1722363.0,9510.0,304929.0
Mexico,North America,2021-02-24 18:15:07.805203464,51,398217.0,841.0,628177.0
Turkey,Asia,2021-02-25 05:56:23.855903936,38,202119.0,6466.0,258084.0
Germany,Europe,2021-02-25 17:37:39.906604400,78,1118486.0,40920.0,561861.0
India,Asia,2021-02-26 05:18:55.957304872,49,1508639.0,28687.0,1607545.0
Australia,Oceania,2021-02-26 17:00:12.008005336,50,770603.0,19734.0,993660.0
USA,North America,2021-02-27 04:41:28.058705800,69,1387455.0,46395.0,1075008.0
Mexico,North America,2021-02-27 16:22:44.109406272,58,113297.0,29208.0,772869.0
Mexico,North America,2021-02-28 04:04:00.160106736,31,1855843.0,26228.0,1574382.0
USA,North America,2021-02-28 15:45:16.210807200,60,1866123.0,24162.0,
Spain,Europe,2021-03-01 03:26:32.261507672,64,1189634.0,25702.0,221709.0
UK,Europe,2021-03-01 15:07:48.312208136,74,1680168.0,10499.0,975947.0
UK,Europe,2021-03-02 02:49:04.362908608,42,470293.0,14758.0,1209255.0
Argentina,South America,2021-03-02 14:30:20.413609072,44,173699.0,49864.0,510212.0
Germany,Europe,2021-03-03 02:11:36.464309536,30,475926.0,5870.0,1064393.0
South Korea,Asia,2021-03-03 13:52:52.515010008,56,281043.0,37734.0,1034019.0
Australia,Oceania,2021-03-04 01:34:08.565710472,78,1813812.0,29435.0,666017.0
Spain,Europe,2021-03-04 13:15:24.616410936,52,732688.0,41752.0,127490.0
Indonesia,Asia,2021-03-05 00:56:40.667111408,79,519061.0,7421.0,649399.0
South Korea,Asia,2021-03-05 12:37:56.717811872,74,912486.0,6108.0,1082746.0
France,Europe,2021-03-06 00:19:12.768512344,69,482168.0,25365.0,1398975.0
Germany,Europe,2021-03-06 12:00:28.819212808,44,693512.0,16784.0,858406.0
UK,Europe,2021-03-06 23:41:44.869913272,78,741591.0,9064.0,1250991.0
Indonesia,Asia,2021-03-07 11:23:00.920613744,61,301912.0,3000.0,297609.0
Spain,Europe,2021-03-07 23:04:16.971314208,24,979085.0,11018.0,494333.0
Argentina,South America,2021-03-08 10:45:33.022014672,76,1607251.0,33227.0,1478660.0
Brazil,South America,2021-03-08 22:26:49.072715144,31,26286.0,,1793247.0
Brazil,South America,2021-03-09 10:08:05.123415608,77,1554308.0,34646.0,465664.0
Japan,Asia,2021-03-09 21:49:21.174116080,56,1753217.0,42285.0,758162.0
Japan,Asia,2021-03-10 09:30:37.224816544,65,1643634.0,18349.0,221391.0
Russia,Europe,2021-03-10 21:11:53.275517008,34,1698448.0,45762.0,1565566.0
South Korea,Asia,2021-03-11 08:53:09.326217480,30,264842.0,17388.0,602486.0
Indonesia,Asia,2021-03-11 20:34:25.376917944,36,1856991.0,33973.0,703930.0
China,Asia,2021-03-12 08:15:41.427618408,31,1221785.0,20419.0,1323649.0
Italy,Europe,2021-03-12 19:56:57.478318880,42,893670.0,45944.0,1658851.0
Argentina,South America,2021-03-13 07:38:13.529019344,41,904475.0,46252.0,12730.0
South Africa,Africa,2021-03-13 19:19:29.579719808,25,1762462.0,36389.0,264381.0
Spain,Europe,2021-03-14 07:00:45.630420280,45,1352630.0,6080.0,1422928.0
France,Europe,2021-03-14 18:42:01.681120744,20,1643210.0,16009.0,1020548.0
Mexico,North America,2021-03-15 06:23:17.731821216,40,2069.0,25.0,486887.0
Indonesia,Asia,2021-03-15 18:04:33.782521680,36,223259.0,26821.0,165734.0
Italy,Europe,2021-03-16 05:45:49.833222144,67,1647793.0,24196.0,1074619.0
Germany,Europe,2021-03-16 17:27:05.883922616,62,1201140.0,10882.0,1187194.0
Italy,Europe,2021-03-17 05:08:21.934623080,66,631635.0,28482.0,1614274.0
South Africa,Africa,2021-03-17 16:49:37.985323544,33,1006029.0,28972.0,1378681.0
Argentina,South America,2021-03-18 04:30:54.036024016,42,764082.0,301.0,1596654.0
Canada,North America,2021-03-18 16:12:10.086724480,56,929684.0,17857.0,1233247.0
Spain,Europe,2021-03-19 03:53:26.137424952,70,475291.0,41244.0,1450758.0
UK,Europe,2021-03-19 15:34:42.188125416,60,58241.0,48956.0,135698.0
Italy,Europe,2021-03-20 03:15:58.238825880,78,1164723.0,15453.0,1289627.0
China,Asia,2021-03-20 14:57:14.289526352,25,112608.0,49549.0,259257.0
Saudi Arabia,Asia,2021-03-21 02:38:30.340226816,76,418717.0,21603.0,1672569.0
Saudi Arabia,Asia,2021-03-21 14:19:46.390927280,70,1016501.0,32642.0,1171943.0
South Africa,Africa,2021-03-22 02:01:02.441627752,71,645103.0,27918.0,1037110.0
Mexico,North America,2021-03-22 13:42:18.492328216,30,1493093.0,36780.0,1255497.0
Brazil,South America,2021-03-23 01:23:34.543028688,29,917391.0,45359.0,139203.0
Saudi Arabia,Asia,2021-03-23 13:04:50.593729152,44,1098938.0,31830.0,1090068.0
USA,North America,2021-03-24 00:46:06.644429616,30,,39078.0,1782538.0
Brazil,South America,2021-03-24 12:27:22.695130088,78,1061167.0,44162.0,926334.0
France,Europe,2021-03-25 00:08:38.745830552,56,726078.0,25766.0,1236982.0
Italy,Europe,2021-03-25 11:49:54.796531016,25,204869.0,13399.0,727976.0
China,Asia,2021-03-25 23:31:10.847231488,60,-1601163.0,1161.0,1445897.0
Russia,Europe,2021-03-26 11:12:26.897931952,63,,12306.0,1044758.0
Saudi Arabia,Asia,2021-03-26 22:53:42.948632424,41,208295.0,1114.0,1675285.0
India,Asia,2021-03-27 10:34:58.999332888,64,1901692.0,1681.0,113817.0
Spain,Europe,2021-03-27 22:16:15.050033352,41,816369.0,34729.0,866705.0
Japan,Asia,2021-03-28 09:57:31.100733824,76,1457217.0,9758.0,1521985.0
Mexico,North America,2021-03-28 21:38:47.151434288,75,638539.0,12828.0,649210.0
Italy,Europe,2021-03-29 09:20:03.202134752,69,265792.0,45444.0,1177781.0
Japan,Asia,2021-03-29 21:01:19.252835224,63,1323265.0,23094.0,1412286.0
China,Asia,2021-03-30 08:42:35.303535688,73,340468.0,22132.0,1567103.0
Russia,Europe,2021-03-30 20:23:51.354236160,23,355318.0,13362.0,580024.0
UK,Europe,2021-03-31 08:05:07.404936624,57,923267.0,47416.0,95439.0
Italy,Europe,2021-03-31 19:46:23.455637088,31,1307389.0,13559.0,944704.0
Indonesia,Asia,2021-04-01 07:27:39.506337560,57,748074.0,22068.0,920904.0
Mexico,North America,2021-04-01 19:08:55.557038024,49,110933.0,23675.0,1214054.0
Japan,Asia,2021-04-02 06:50:11.607738488,71,,13748.0,158786.0
Italy,Europe,2021-04-02 18:31:27.658438960,76,599908.0,8683.0,880961.0
Mexico,North America,2021-04-03 06:12:43.709139424,64,282971.0,15466.0,1218629.0
Russia,Europe,2021-04-03 17:53:59.759839888,49,950898.0,45556.0,1031795.0
Turkey,Asia,2021-04-04 05:35:15.810540360,72,1285776.0,34486.0,160101.0
Saudi Arabia,Asia,2021-04-04 17:16:31.861240824,75,764934.0,25444.0,646427.0
Saudi Arabia,Asia,2021-04-05 04:57:47.911941296,32,979001.0,20173.0,475875.0
UK,Europe,2021-04-05 16:39:03.962641760,27,766109.0,653.0,622335.0
Japan,Asia,2021-04-06 04:20:20.013342224,39,98383.0,5790.0,1014461.0
China,Asia,2021-04-06 16:01:36.064042696,45,565623.0,43495.0,822121.0
USA,North America,2021-04-07 03:42:52.114743160,42,1098725.0,3474.0,1404907.0
USA,North America,2021-04-07 15:24:08.165443624,73,225816.0,5924.0,2582.0
South Korea,Asia,2021-04-08 03:05:24.216144096,33,587217.0,48707.0,833604.0
South Korea,Asia,2021-04-08 14:46:40.266844560,48,638699.0,5297.0,490841.0
Spain,Europe,2021-04-09 02:27:56.317545032,73,1525854.0,40657.0,834793.0
China,Asia,2021-04-09 14:09:12.368245496,21,1897288.0,43677.0,1542776.0
UK,Europe,2021-04-10 01:50:28.418945960,62,1111647.0,2155.0,810880.0
Germany,Europe,2021-04-10 13:31:44.469646432,77,714330.0,2532.0,1373896.0
Brazil,South America,2021-04-11 01:13:00.520346896,72,,14184.0,733021.0
Japan,Asia,2021-04-11 12:54:16.571047360,22,308549.0,49244.0,1395264.0
Canada,North America,2021-04-12 00:35:32.621747832,54,1114498.0,22692.0,929352.0
South Korea,Asia,2021-04-12 12:16:48.672448296,39,822177.0,14187.0,654175.0
Canada,North America,2021-04-12 23:58:04.723148768,68,755258.0,42845.0,1703121.0
Mexico,North America,2021-04-13 11:39:20.773849232,52,893069.0,3897.0,511939.0
Italy,Europe,2021-04-13 23:20:36.824549696,31,1067927.0,46639.0,1433606.0
India,Asia,2021-04-14 11:01:52.875250168,59,1376850.0,,785414.0
Turkey,Asia,2021-04-14 22:43:08.925950632,69,1927677.0,22127.0,361864.0
Australia,Oceania,2021-04-15 10:24:24.976651096,21,963295.0,3823.0,1233731.0
Turkey,Asia,2021-04-15 22:05:41.027351568,48,1601749.0,33368.0,1792335.0
Russia,Europe,2021-04-16 09:46:57.078052032,62,1829341.0,44736.0,1086952.0
South Korea,Asia,2021-04-16 21:28:13.128752504,76,1652218.0,24459.0,1143708.0
Indonesia,Asia,2021-04-17 09:09:29.179452968,38,677677.0,42550.0,1649498.0
India,Asia,2021-04-17 20:50:45.230153432,26,171849.0,26074.0,375045.0
Australia,Oceania,2021-04-18 08:32:01.280853904,62,1897656.0,27279.0,216585.0
Spain,Europe,2021-04-18 20:13:17.331554368,67,931565.0,44381.0,510679.0
Italy,Europe,2021-04-19 07:54:33.382254832,76,1751249.0,5195.0,535466.0
Russia,Europe,2021-04-19 19:35:49.432955304,79,1471719.0,25334.0,623490.0
USA,North America,2021-04-20 07:17:05.483655768,57,1285416.0,12727.0,732432.0
UK,Europe,2021-04-20 18:58:21.534356240,52,,23057.0,348600.0
UK,Europe,2021-04-21 06:39:37.585056704,31,912474.0,48111.0,589181.0
Spain,Europe,2021-04-21 18:20:53.635757168,58,253285.0,22268.0,972018.0
Brazil,South America,2021-04-22 06:02:09.686457640,46,228476.0,41377.0,1720428.0
Argentina,South America,2021-04-22 17:43:25.737158104,48,1742521.0,5174.0,1557505.0
